Track ID,Track Name,Artists,genres,duration_ms,explicit,popularity,Album,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
77hwvnJN23UVvvtD6hlxlP,Laundry,Lee Juck,,234040,False,32,LOVE,2010-09-30,0.575,0.403,0,-6.935,0,0.0432,0.67,0.0,0.218,0.202,125.7
3QQyaBhRNcDmqpWRssT7dh,Goodbye,Park Hyo Shin,,288253,False,40,Goodbye,2019-05-06,0.326,0.412,7,-7.649,1,0.0329,0.707,0.0,0.306,0.263,128.654
1TUkEXQrskATO9SoB4QMUN,Amusement Park,BAEKHYUN,,256693,False,52,Amusement Park,2020-12-21,0.635,0.562,5,-5.374,1,0.0333,0.85,0.0,0.173,0.299,84.925
26lR6TZ98xBnBVRpICH2Rj,Autumn Breeze (Feat. Rachel Lim),"JIDA,Rachel Lim",,223182,False,0,Autumn Breeze,2016-10-20,0.511,0.537,2,-8.449,1,0.0305,0.929,0.018,0.53,0.393,76.003
1xWVYPdaLm909DbFmuPGOR,Slightly Tipsy (She is My Type♡ X SANDEUL),Sandeul,,227986,False,50,Slightly Tipsy (She is My Type♡ X SANDEUL),2020-07-20,0.697,0.447,1,-6.552,1,0.0264,0.769,0.0,0.115,0.549,93.931
2OAEKEb0778gsDaCef7MLI,Introduce me a good person,JOY,,183440,False,52,"HOSPITAL PLAYLIST (Original Television Soundtrack), Pt. 2",2020-03-20,0.618,0.562,3,-4.462,1,0.0306,0.693,0.0,0.123,0.725,94.032
2wmFuAxSzNVgTSVjGAoiJ5,The Moment My Heart (She is My Type♡ X KYUHYUN),KYUHYUN,,233040,False,40,The Moment My Heart (She is My Type♡ X KYUHYUN),2020-08-23,0.412,0.442,3,-5.852,1,0.0311,0.616,0.0,0.146,0.206,136.063
100N8P8WYnz9eCYuLYGflV,Autumn morning,IU,,218884,False,46,가을 아침 [Gaeul Achim] : Autumn morning,2017-09-22,0.57,0.316,9,-7.22,1,0.136,0.791,0.0,0.337,0.547,171.094
1Tn3BfNkoQio5yL0ZbO2z8,"Endless dream, good night",AKMU,,180527,False,46,SAILING,2019-09-25,0.747,0.336,2,-7.666,1,0.063,0.875,1.21e-06,0.0659,0.604,100.773
1KkMPNfvkmqHefdD4zWcNG,In front of the Post Office in Autumn,Kim Dae Myeung,,269336,False,40,"HOSPITAL PLAYLIST Season2, Pt. 2 (Original Television Soundtrack)",2021-06-25,0.328,0.162,6,-8.775,1,0.0295,0.795,7.82e-06,0.0545,0.291,145.424
1hV2SwB1pcFXZgYG9Sq2J7,LOVE STORY,"Epik High,IU",,236268,False,45,WE'VE DONE SOMETHING WONDERFUL,2017-10-23,0.729,0.864,6,-4.957,1,0.104,0.561,0.0,0.0456,0.761,92.982
7sNPQxJLeBNOQY1pEDZl1K,Falling Leaves are Beautiful,HEIZE,,202933,False,43,Late Autumn,2019-10-13,0.397,0.573,1,-6.769,1,0.0918,0.596,1.45e-06,0.379,0.37,93.781
2jDnaEpQI6xjahWZzeVyaM,My old story,IU,,213890,False,51,A flower bookmark,2014-05-16,0.505,0.297,3,-8.614,1,0.0368,0.741,4.23e-05,0.228,0.175,129.522
2aJCzDllvOTSI3qpt04GhN,Heartache,Lee Hae Ri,,213053,False,23,Heartache,2019-09-23,0.412,0.423,9,-4.503,0,0.0297,0.543,0.0,0.124,0.246,135.015
3VTvrr2jER0dZfHn7GB0vu,Wild Flower,Park Hyo Shin,,314254,False,0,I am A Dreamer,2016-10-03,0.281,0.322,8,-9.145,1,0.0309,0.722,0.0,0.12,0.247,134.699
2bFH2GvGR8N449hHtKOv0P,Shin Yong Jae,HAEUN,,213812,False,28,Shin Yong Jae,2018-11-06,0.528,0.571,5,-4.755,1,0.037,0.784,0.0,0.106,0.321,127.961
269Fxuy0WNGk4nnI8M5LdK,"Love, Ing",BEN,,270709,False,36,RECIPE,2018-05-08,0.498,0.405,11,-5.129,1,0.0331,0.666,0.0,0.106,0.237,133.577
1Bb6jVrsg8cXxMCBxIWJUn,Through the Night,IU,,253293,False,46,Through the Night,2017-03-24,0.401,0.311,8,-7.327,1,0.0437,0.754,0.0,0.279,0.282,79.197
0T2RSnMpCakH6OcLQOrBiz,I Love You,KIM BUMSOO,,248512,False,44,Uncontrollably Fond OST Part.9,2016-08-04,0.461,0.392,1,-4.851,1,0.028,0.695,0.0,0.116,0.22,127.699
5Df08ImWepnNDWoOS7pIxq,A Daily Song,Hwang Chi Yeul,,259079,False,0,Be Ordinary,2017-06-13,0.399,0.493,5,-4.995,1,0.0322,0.676,0.0,0.136,0.361,66.123
6ldRtpROAk4H3BT4trDo9X,I Just Want To Stay With You,Zion.T,,207999,False,0,"The King: Eternal Monarch (Original Television Soundtrack), Pt. 1",2020-04-18,0.541,0.474,2,-6.273,1,0.0348,0.778,0.0,0.113,0.315,129.891
4GpACqU62rGBnFEQQyDZw5,Dreaming About You,MIYEON,,221093,False,20,Replay (Original Television Soundtrack) Pt. 6,2021-02-19,0.348,0.549,9,-4.13,1,0.0329,0.768,0.0,0.113,0.216,132.921
5XXJnC5TvcL2QsAZ3Nxgku,I Love You Boy,Suzy,,264538,False,0,당신이 잠든 사이에 Pt. 4 Original Television Soundtrack,2017-10-11,0.458,0.384,8,-5.045,1,0.0267,0.734,0.0,0.0985,0.157,148.21
3HAkoNmThZhyFejhpRXXYI,예뻤어,DAY6,,283160,False,47,SUNRISE,2017-06-07,0.46,0.615,5,-3.472,0,0.0331,0.0633,0.0,0.109,0.414,167.927
3NWmV7erHwUb4KhPRKZBct,You make Me,DAY6,,218984,False,34,The Book of Us : Negentropy - Chaos swallowed up in love,2021-04-19,0.646,0.617,6,-5.606,0,0.0338,0.339,0.0,0.129,0.384,100.995
49jhaFKylisSzgaReEP2Jt,Your Shampoo Scent In The Flowers,Jang Beom June,,168492,False,48,"Be Melodramatic (Original Television Soundtrack), Pt. 3",2019-08-23,0.672,0.774,11,-3.673,1,0.0278,0.321,0.0,0.12,0.702,100.002
0IgcMVwKYms5BFqw6V5mZB,as you wish,Jang Beom June,,273765,False,26,JANG BEOM JUNE SINGLE,2021-06-11,0.578,0.712,11,-4.557,1,0.0283,0.159,0.0,0.178,0.616,119.993
638ZqDkW3jdwkla129O2MZ,can't sleep,Jang Beom June,,275376,False,38,can't sleep,2020-10-24,0.538,0.478,3,-5.315,0,0.032,0.721,0.0,0.315,0.395,79.986
0JL7DoEqAUcOntWmBuOSdh,For You,"LeeHi,Crush",,205120,False,56,For You,2020-12-16,0.588,0.452,7,-7.778,1,0.039,0.724,0.0,0.107,0.267,83.936
6XdXTQV3qwim4Bji87TT8t,Bye bye my blue,Yerin Baek,,203409,False,42,Bye bye my blue,2016-06-20,0.511,0.54,3,-6.726,1,0.114,0.613,3.16e-06,0.121,0.297,87.704
7mFigNlS2dsKMhcmJyfpeg,Only Then,Roy Kim,,248835,False,50,Only Then,2018-02-12,0.42,0.314,6,-7.368,1,0.0324,0.798,2.2e-05,0.113,0.192,128.412
0wk4GYAryLcXEMvfhzU1bv,Let’s Love,SUHO,,229626,False,53,Self-Portrait - The 1st Mini Album,2020-03-30,0.542,0.74,6,-2.635,0,0.0316,0.0177,0.0,0.267,0.336,133.901
2Ghu1DdMwxS3VAyB7i38Wo,That's okay,D.O.,,221373,False,62,That's okay,2019-07-01,0.679,0.442,7,-8.928,1,0.0637,0.723,0.0,0.231,0.628,129.671
1opMP3YI5driRBHAuTzrXR,Wind Beneath Your Wings,M.C the Max,,235814,False,44,Descendants Of The Sun Pt.9 (Original Television Soundtrack),2016-04-07,0.375,0.394,1,-6.865,0,0.0345,0.461,0.0,0.0614,0.166,133.533
7neOIVKDsLaUXV5y84jGuY,I Don't Love You,Urban Zakapa,,254924,False,52,STILL,2016-05-27,0.35,0.348,4,-6.156,1,0.0317,0.805,4.48e-06,0.102,0.274,146.603
05MySvXk3tqkRjItnp8kGM,Wind Song,Sohyang,,262159,False,35,"Couple on the Backtrack (Original Television Soundtrack), Pt. 2",2017-10-21,0.262,0.456,7,-6.451,1,0.0409,0.584,0.000137,0.115,0.302,204.091
06EMBzxDm2hueehobAlMtm,Ending Scene,IU,,249241,False,56,Palette,2017-04-21,0.388,0.323,5,-7.158,1,0.0348,0.851,2.03e-06,0.143,0.232,118.885
1DP0uwV6tMlCEfR61Mh7ki,Dear Name,IU,,289579,False,52,Palette,2017-04-21,0.312,0.589,2,-5.071,1,0.0334,0.459,0.0,0.106,0.237,133.854
6Au7CCNN2wXgCNxdavgxDM,Song Request (feat. SUGA of BTS),"Lee So Ra,SUGA",,281066,False,54,Song Request (feat. SUGA of BTS),2019-01-22,0.481,0.59,2,-7.145,1,0.0903,0.707,0.00037,0.141,0.454,175.788
1hyyH6xSgtcgwpNOR9cX1t,Do you want to walk with me? (Romance 101 X Jukjae),Jukjae,,226560,False,47,Do you want to walk with me? (Romance 101 X Jukjae),2020-10-23,0.492,0.4,7,-8.641,1,0.0366,0.768,0.0,0.098,0.334,66.883
7ePpQepOptZ1M9jRRydHsZ,별 보러 가자,Jukjae,,317531,False,45,FINE,2017-03-09,0.529,0.363,5,-9.998,0,0.0279,0.631,0.000447,0.112,0.308,66.942
5AkyvofVWUqds8x1HHgDU9,Me After You,Paul Kim,,280358,False,7,Me After You,2018-10-29,0.351,0.29,0,-8.34,1,0.0296,0.792,0.0,0.312,0.337,143.88
5n368tNF47S70THlmpaGLf,Rain,Paul Kim,,237217,False,1,Rain,2016-06-21,0.388,0.546,8,-6.301,1,0.0528,0.899,3.83e-06,0.117,0.167,129.839
6ylw0U4J3RFj0NoVCMZj93,The Lonely Bloom Stands Alone,HYNN,,199391,False,43,The Lonely Bloom Stands Alone,2019-03-31,0.416,0.43,1,-6.117,1,0.0399,0.591,0.0,0.349,0.151,133.063
7CEp2jyohd05jqAiWafcOK,Pass by,Nilo,,281182,False,41,Pass by,2021-04-01,0.648,0.313,7,-6.778,1,0.0313,0.88,0.0,0.136,0.436,113.752
3UPjb91Fwm7u2tAm92Bk0p,why break up?,Sin Ye Young,,247360,False,0,why break up?,2019-11-20,0.554,0.526,7,-5.21,1,0.0394,0.808,0.0,0.074,0.23,129.845
0TeR3y7dyBAahGQBTVNs6a,Love is,Jeon Sang Keun,,231213,False,30,One Step : trace,2020-06-07,0.488,0.527,4,-5.222,1,0.0339,0.733,0.0,0.308,0.243,134.049
37LhFxchiyAJVop5JgRZgY,Like Water,WENDY,,261013,False,55,Like Water - The 1st Mini Album,2021-04-05,0.365,0.626,7,-4.247,1,0.0374,0.648,6.06e-06,0.115,0.249,83.823
78P0z4KDUgbBNFS9JBi68y,Please Don't Cry,DAVICHI,,235293,False,48,"The King : Eternal Monarch, Pt. 6 (Original Television Soundtrack)",2020-05-03,0.365,0.422,5,-6.788,1,0.0373,0.836,0.0,0.109,0.391,136.767
3tEPgUhheyOJQhnH2IwQna,두 사람,Sung Si Kyung,,256146,False,48,4집 - 다시 꿈꾸고 싶다,2012-04-01,0.418,0.176,9,-15.416,1,0.0357,0.949,2.78e-06,0.102,0.455,141.656
5LiWJsSSjZh7Y3hqml18Ki,긴 밤이 오면,Eddy Kim,,226991,False,0,당신이 잠든 사이에 Pt. 1 Original Television Soundtrack,2017-09-28,0.48,0.501,5,-5.511,1,0.0296,0.624,0.0,0.0748,0.222,110.889
2H3Hl20eU9cpzQUz43GtEc,Just hug me,DAVICHI,,202893,False,27,Just hug me,2021-04-12,0.493,0.501,8,-3.953,1,0.0284,0.755,0.0,0.128,0.414,91.933
7jS3Ok1gGluZS9OUZ2NejC,Beside Me,DAVICHI,,225940,False,32,50 X HALF,2016-10-13,0.572,0.61,5,-3.808,1,0.0368,0.604,0.0,0.16,0.365,143.952
7477WCM1ATBdNztHUJ1lK6,Love Is,DAVICHI,,277885,False,25,50 X HALF,2016-10-13,0.359,0.385,7,-6.528,1,0.0327,0.802,0.0,0.156,0.279,135.645
6hfSBKcK4txmsY8ZpXYCgs,Unspoken Words,DAVICHI,,268213,False,36,Unspoken Words,2019-05-17,0.498,0.573,2,-4.45,1,0.0373,0.749,0.0,0.118,0.358,88.0
05f49QdY08agCPBn5ihwt2,Autumn Night,DAVICHI,,184346,False,25,50 X HALF,2016-10-13,0.419,0.444,8,-6.666,1,0.0323,0.728,0.0,0.155,0.311,133.903
6wprWuhcSZmUrAnLy3gt5D,Two Lovers,"DAVICHI,Mad Clown",,225750,False,33,Two Lovers,2015-03-18,0.534,0.755,7,-4.417,1,0.156,0.287,0.0,0.225,0.754,178.114
1Hx6UHUXxgKL15zcecUo5D,거북이,DAVICHI,,225093,False,0,MYSTIC BALLAD Pt. 2,2013-03-18,0.7,0.719,10,-6.707,1,0.0402,0.323,0.0,0.0753,0.502,117.994
1C4jOfLJcDHVbrKI5NsIEU,I Miss You,DAVICHI,,201488,False,0,"While You Were Sleeping, Pt. 7 (Original Television Soundtrack)",2017-10-19,0.417,0.51,11,-5.061,1,0.0317,0.738,0.0,0.369,0.317,129.953
3Hly2yhljYStm2FfJnhTvw,어땠을까,Jang Deok Cheol,,234233,False,0,The Last Empress Pt. 1 (Original Television Soundtrack),2018-11-28,0.516,0.417,0,-5.854,1,0.0276,0.307,0.0,0.147,0.174,133.898
7MgcriMn2TBwylq7vUGKqF,fall asleep,Jang Deok Cheol,,246546,False,19,fall asleep,2021-01-07,0.535,0.337,2,-5.322,1,0.0294,0.621,0.0,0.0879,0.304,129.913
37dkyQQNJLaqk09kkNr7In,Amazing You,Han Dong Geun,,296832,False,40,The 3rd Digital Single `Amazing You',2016-08-24,0.563,0.444,6,-6.179,1,0.0448,0.512,0.0,0.106,0.269,135.85
0cJjwKRBzxafqKJlRAwuE9,Repeatedly,Lim Changjung,,217066,False,0,"Penthouse2 (Original Television Soundtrack), Pt. 1",2021-03-09,0.524,0.574,6,-4.165,1,0.0328,0.506,0.0,0.106,0.383,133.937
07dEYudaDt4vMgTiGINUH3,There has never been a day I haven't loved you,Lim Changjung,,243058,False,0,There has never been a day I haven't loved you,2018-09-19,0.548,0.678,5,-3.371,1,0.049,0.484,0.0,0.368,0.291,143.841
6s5QnuRQq0ANOo1pkz7mJv,내가 저지른 사랑,Lim Changjung,,238252,False,0,I'M,2016-09-06,0.537,0.58,7,-2.961,1,0.0306,0.473,0.0,0.179,0.255,127.87
4YTvuLSqKshDOJvwyDmAYS,Every moment of you,Sung Si Kyung,,243323,False,1,"My Love From the Star (Original Television Soundtrack), Pt. 7",2014-02-12,0.366,0.385,10,-7.952,1,0.0336,0.816,0.0,0.0872,0.244,139.982
65g3VCPXMmHPBWucrNR8oO,I Love U,Sung Si Kyung,,195186,False,27,Sung Si Kyung 8th Album [ㅅ(Siot)],2021-05-21,0.648,0.474,7,-6.886,1,0.0391,0.258,0.0,0.105,0.595,79.969
0OPtu3k4727xyRXVV5Yf6d,Hyehwadong (or Sangmundong),Park Boram,,264000,False,51,"Reply 1988 (Original Television Soundtrack), Pt. 4",2015-11-28,0.664,0.27,10,-8.728,1,0.0262,0.811,0.0,0.217,0.38,96.99
3MdJSXjBarAYuuJ7rjJLDk,Ring My Bell,Suzy,,205683,False,48,Uncontrollably Fond OST Part.1,2016-07-01,0.531,0.478,8,-6.853,0,0.0528,0.753,0.0,0.103,0.408,143.81
31YajbWhSNIvtEyU6lwoSK,I Wanna Say To You’,Suzy,,206970,False,0,"While You Were Sleeping, Pt. 13 (Original Television Soundtrack)",2017-11-09,0.585,0.501,8,-5.917,1,0.0257,0.792,0.0,0.143,0.323,84.027
4PVlgqnAacGP0ppxbgkvzZ,Say Goodbye,Kim Na Young,,249244,False,48,Uncontrollably Fond OST Part.3,2016-07-08,0.466,0.481,7,-4.142,1,0.0285,0.61,0.0,0.121,0.195,133.684
2Akf1x68EZPx7H8zGlBWtR,Because I only see you,Kim Na Young,,220352,False,45,Whats wrong with secretary kim OST Part.5,2018-06-28,0.367,0.475,6,-4.783,1,0.0328,0.769,0.0,0.217,0.153,127.536
3zM2yi75oB3v00sZvWUzIn,Beautiful Pain,BTOB,,239571,False,49,HOUR MOMENT,2018-11-12,0.409,0.743,1,-4.536,1,0.0496,0.225,0.0,0.276,0.441,167.864
2ENZ9lWpoLAGFDJsDb2Cbt,공허해 empty,WINNER,,220357,False,50,2014 S/S,2014-08-12,0.619,0.698,0,-6.618,1,0.042,0.146,0.0,0.262,0.575,90.055
5mIQsn1tRQ8uJ2VOW44EiA,Remember,WINNER,,223871,False,36,Remember,2020-04-09,0.738,0.505,3,-6.76,1,0.031,0.757,0.0,0.104,0.262,130.116
5IWlLl3xT95o8TSv3O8tRH,Rain Song (Feat. Colde),"Epik High,Colde",,243785,False,47,Rain Song,2021-06-29,0.677,0.576,6,-5.43,1,0.0416,0.631,0.0,0.125,0.562,87.934
4Rx4a0hAO5G5mTNekkEyf2,THE BENEFITS OF HEARTBREAK,"Epik High,LEE SUHYUN",,210020,False,37,WE'VE DONE SOMETHING WONDERFUL,2017-10-23,0.632,0.309,10,-13.615,0,0.264,0.805,0.00616,0.116,0.268,68.027
7un5FM27KmkEMpsPQ2T062,friend to lover,Standing Egg,,187946,False,46,friend to lover,2020-05-22,0.675,0.376,6,-7.739,1,0.0642,0.825,0.0,0.105,0.592,83.967
3KCPUxTfCKRMJAJGsBytZw,Only You,Yang Da Il,,254148,False,0,Hotel Del Luna OST Part.4,2019-07-27,0.59,0.536,1,-6.682,1,0.0299,0.679,0.0,0.131,0.255,135.82
0iJuoHHuRltnFDVeZrjP80,MOON,(G)I-DLE,,200400,False,19,I burn,2021-01-11,0.757,0.645,9,-4.822,0,0.0351,0.142,1.25e-05,0.124,0.529,95.973
0ZeGfEAL5Rl4pd5LZBGuEK,Maria,HWASA,,199026,False,68,María,2020-06-29,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909
2KHWnkVa8wHh0WXF5iPzZs,Autumn Breeze,"JIDA,Rachel Lim",,223182,False,0,Autumn Breeze,2019-12-15,0.511,0.537,2,-8.449,1,0.0305,0.929,0.018,0.53,0.393,76.003
43laCvl60fjDslrcpCtArV,Think About You,Younha,,244474,False,0,Think About You,2015-11-11,0.68,0.488,7,-6.292,1,0.0266,0.626,0.0,0.173,0.397,100.026
5a4o5ARfYHze8y7O7R5PDJ,I Like It,Panini Brunch,,218221,False,8,I Like It,2020-06-03,0.532,0.657,4,-2.89,1,0.0359,0.745,0.0,0.151,0.597,169.801
4qf2fNRdDoNszKfQ6weq4P,Even if a memorable day comes,NC.A,,226385,False,31,"Reply 1988 (Original Television Soundtrack), Pt. 11",2016-01-15,0.532,0.459,0,-4.948,1,0.0384,0.787,0.0,0.0917,0.155,139.477
2wIopE9bCR0s9X0pUgUYbn,Will You Come to Me Again?,Rumble Fish,,215346,False,24,Will You Come To Me Again?,2007,0.663,0.621,10,-8.087,1,0.0421,0.475,0.0,0.134,0.261,114.057
5irBjW7OeN6YAoR9ZUjLtD,Smile Box,Sandeul,,206560,False,18,Smile Box,2020-07-02,0.594,0.331,6,-8.061,1,0.0311,0.818,0.0,0.123,0.429,129.337
2CHk9VD0glOknemRMFEQfH,Introduce me a good person,JOY,,183440,False,0,"HOSPITAL PLAYLIST (Original Television Soundtrack), Pt. 2",2020-03-20,0.618,0.562,3,-4.462,1,0.0306,0.693,0.0,0.123,0.725,94.028
1YxgbUp2GqNycTSES1CI5S,Lonely,N.Flying,,210833,False,22,Lonely,2015-10-22,0.584,0.862,1,-2.899,1,0.0517,0.276,0.0,0.421,0.513,75.005
10ARNkAVVzvDagSxSpf7FP,Hope You’re Doing Fine,BTOB,,224626,False,21,Move,2014-09-29,0.642,0.525,2,-8.305,1,0.0984,0.619,0.0,0.366,0.581,129.904
6t6riYF9r4gdSPawYDT7Ll,Too Much Regret,Busker Busker,,256331,False,0,Busker Busker 2nd,2013-09-25,0.555,0.584,0,-6.37,0,0.0267,0.342,2.11e-05,0.187,0.203,159.939
4LYlWqZSPaLMk9FthWF0To,우리의 밤을 외워요,"Car, the garden",,242383,False,37,우리의 밤을 외워요,2019-06-18,0.562,0.296,0,-6.785,1,0.0281,0.469,0.0,0.209,0.194,127.063
5taHEqSavn4BmdAPRjFGP3,Looking Back,Jang Beom June,,268668,False,23,Signal (Original Television Soundtrack),2016-03-15,0.568,0.417,3,-9.27,1,0.0372,0.515,2.56e-06,0.37,0.284,113.787
5KHVJkUko5LxRKEL4NgaBb,The Line (feat. Paul Kim),"Kim Hyun Chul,Paul Kim",,239368,False,10,The Line,2020-07-13,0.266,0.511,4,-4.719,1,0.0447,0.35,0.0,0.153,0.151,67.241
0aIuqjVsXQpo0rpkLztzxE,6:35PM,Kwon Jin Ah,,247720,False,26,Shape of me,2019-09-19,0.475,0.271,11,-8.192,1,0.0308,0.84,0.0,0.112,0.329,60.153
7lgrRhx7ExnO4WBofwYeTR,In your heart,Lim Hyunsik,,221720,False,27,In your heart,2020-07-21,0.67,0.352,4,-10.071,1,0.0268,0.309,0.0766,0.308,0.15,131.915
41PmrOKHX6G3wo4nE7jVhq,Dreamed a dream,"Car, the garden",,200250,False,0,C,2019-10-23,0.474,0.706,5,-4.416,1,0.0343,0.344,3.46e-06,0.0972,0.269,149.661
1w5EcRVPlydRogxrmrQpvY,Can't Hold You,O.WHEN,,222160,False,8,From the day we loved to the day we said goodbye,2020-06-24,0.52,0.536,5,-4.172,1,0.027,0.594,0.0,0.337,0.254,133.905
0zaSzLLXVwOKuh0ABPibqi,Falling Leaves are Beautiful,HEIZE,,202933,False,0,Late Autumn,2019-10-13,0.524,0.563,1,-6.779,1,0.0722,0.622,0.0,0.38,0.372,93.997
5Xf2cIARIa9gwWf6m4DvME,Home Sweet Home,"Car, the garden",,205938,False,42,APARTMENT,2017-12-12,0.525,0.486,7,-5.284,1,0.0263,0.594,0.0,0.107,0.239,80.04
7j6sMbGh59tLxU5MhXbr7J,I'm Not Okay,KIM JAE HWAN,,223400,False,0,I'm Not Okay,2020-08-23,0.579,0.576,5,-5.51,1,0.0336,0.766,0.0,0.102,0.261,125.706
31yXAkrPkFQhTFgpTUFJjd,a week,BUDY,,211129,False,3,a week,2020-09-17,0.534,0.406,5,-5.651,0,0.0307,0.598,0.0,0.111,0.168,139.785
6ph9CwuzgnCii8NsJ1JJ0G,How about you,Noel,,261850,False,33,STAR,2018-11-05,0.545,0.406,9,-5.955,1,0.0333,0.566,0.0,0.107,0.33,129.677
1QeMKMxfFJf0HtsTZTr9Ha,Only we know…,YOON GUN,,207113,False,27,Only we know…,2017-10-31,0.511,0.617,2,-3.842,1,0.0349,0.238,0.0,0.116,0.299,135.731
4HsfLFKMaiWhSmIoQxssa2,Finish Line,Anthony Lazaro,,187950,False,28,Time Traveling,2021-06-18,0.532,0.167,2,-16.708,0,0.0422,0.925,0.00172,0.0886,0.292,112.425
4czwsOczsc6rQyFuOEt8SJ,Winter waltz,FRANKIE,,208000,False,4,Frankie tape vol. 2,2021-12-08,0.695,0.107,0,-18.024,1,0.0307,0.833,0.39,0.107,0.235,90.011
32ZnVB9BN3BCnV7qTviy6S,Small Rainbows,Anthony Lazaro,,204642,False,38,Small Rainbows,2021-09-17,0.48,0.202,1,-14.595,1,0.0372,0.909,1.01e-06,0.188,0.207,139.244
0WCsBisbqdVZd6bKnMsqY7,I Get Along Without You Very Well,Chet Baker,,179573,False,16,Saga All Stars: You Don't Know What Love Is / 1953-1955,2008-08-18,0.494,0.0521,0,-20.421,0,0.0455,0.908,5.68e-06,0.12,0.187,47.757
5wK7pAI1Y4hB2nArPoqyma,Drop a Tear,Anthony Lazaro,,176361,False,34,The Guest List,2020-10-20,0.479,0.166,3,-17.812,1,0.0514,0.891,0.0576,0.123,0.313,121.276
3dts8wSaJpanb0qvODgt9S,Greed,Jiwoo,,188308,False,45,Maison,2019-07-06,0.446,0.159,7,-17.544,1,0.0322,0.937,5.24e-05,0.322,0.131,64.912
5dOW2eBRFsGnoKPcqFtoUO,Someone Like You,Anthony Lazaro,,162671,False,33,Time Traveling,2021-06-18,0.642,0.219,11,-17.338,0,0.0444,0.662,1.29e-06,0.111,0.38,80.02
6Ub9ro6DKs0u0J0zIBw5Of,Second Time,Bruno Major,,155616,False,0,A Song For Every Moon,2017-08-31,0.627,0.309,5,-12.783,1,0.0382,0.887,0.0316,0.19,0.406,92.6
16EOeXyOUrO4YcBQIO77Fg,Life Could Be so Simple,Anthony Lazaro,,156922,False,35,Strangers in Disguise,2020-03-06,0.613,0.176,7,-18.364,1,0.041,0.892,0.00181,0.118,0.332,74.979
2jLHnH6T5mZo0gLx6CO5UQ,Grow Old Together,Anthony Lazaro,,134375,False,35,Strictly Two,2022-02-25,0.691,0.31,5,-13.191,1,0.0491,0.704,0.0533,0.114,0.311,120.142
36tumRP80Me3S9NImtJSzc,Weep,Brandon,,295750,False,0,Weep,2020-05-05,0.694,0.116,2,-12.288,0,0.0367,0.893,7.74e-05,0.101,0.254,124.132
24x9urAiyzJ0ZpD5er4SWm,Crazy He Calls Me,"Conor Albert,Alice Auer",,233027,False,35,Crazy He Calls Me,2020-04-12,0.646,0.324,2,-7.41,1,0.0478,0.503,0.0091,0.096,0.212,114.928
5LANcdJHBrqK5EuH878l3e,Strictly Two,Anthony Lazaro,,189597,False,34,Strictly Two,2022-02-25,0.711,0.226,5,-16.081,0,0.0326,0.699,0.00484,0.112,0.234,94.042
0xSqHQ5wv80hNkpU50vPc7,Gravity,Anthony Lazaro,,149285,False,43,Strangers in Disguise,2020-03-06,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307
0SpkyS1Q4MD8GaVcP5YjT4,Sunsetz,Cigarettes After Sex,,215150,False,82,Cigarettes After Sex,2017-06-09,0.41,0.48,9,-9.417,0,0.0294,0.0561,0.814,0.0972,0.129,75.303
0UQF9Z1szgyxbMjfJGqdKb,5AM Empanada with You,BUBBLE TEA AND CIGARETTES,,341186,False,29,5AM Empanada with You,2020-07-31,0.488,0.43,2,-9.49,1,0.0244,0.425,0.688,0.121,0.288,152.045
4WfV1CNg91SBp8oG0VY0VB,Crush,Cigarettes After Sex,,266666,False,67,Crush,2018-07-09,0.4,0.505,5,-8.574,1,0.0253,0.0856,0.777,0.112,0.283,97.759
1FWsomP9StpCcXNWmJk8Cl,K.,Cigarettes After Sex,,320030,False,82,Cigarettes After Sex,2017-06-09,0.454,0.401,3,-10.251,1,0.0264,0.14,0.837,0.136,0.319,93.703
2Dqs4YlxHnOUdYPWyWERqL,Little Person,Jon Brion,,233720,False,35,"Synecdoche, New York (Original Motion Picture Soundtrack)",2008,0.427,0.0221,1,-24.239,1,0.0511,0.954,1.22e-05,0.284,0.191,164.436
0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,Cigarettes After Sex,,290616,False,87,Cigarettes After Sex,2017-06-09,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434
6ilc4vQcwMPlvAHFfsTGng,Sweet,Cigarettes After Sex,,292110,False,80,Cigarettes After Sex,2017-06-09,0.449,0.51,6,-9.075,1,0.0278,0.351,0.761,0.139,0.115,96.425
1l4pW7Tklvcc3k38rDFMkk,Touch,Cigarettes After Sex,,292853,False,70,Cry,2019-10-25,0.484,0.5,6,-9.403,1,0.0241,0.366,0.918,0.102,0.369,95.996
4nvLuqwTOZdEJI1fcHXv8h,You're All I Want,Cigarettes After Sex,,264453,False,69,You're All I Want,2020-05-26,0.443,0.472,5,-10.94,1,0.0243,0.364,0.825,0.113,0.264,90.948
4b3khTm3ufGRTyZwuYdasn,Don't Let Me Go,Cigarettes After Sex,,262560,False,67,Cry,2019-10-25,0.407,0.371,6,-9.603,1,0.0263,0.452,0.531,0.0983,0.162,96.84
